13584267 1 -16 159 -1307 9842 -69265 | 40319 362815 3626191 39832318 476560558 6160843079
16437285 1 -16 159 -1307 9842 -69244 | 40319 362815 3626191 39832318 476560558 6160843058
13587264 1 -16 159 -1309 9973 -73721 | 40319 362815 3626191 39832320 476560715 6160849732
14627385 1 -16 159 -1309 9973 -73722 | 40319 362815 3626191 39832320 476560715 6160849733
13587426 1 -16 159 -1303 9666 -64420 | 40319 362815 3626191 39832314 476560158 6160819306
13847256 1 -16 159 -1303 9666 -64703 | 40319 362815 3626191 39832314 476560158 6160819589
13587624 1 -16 157 -1251 9040 -62445 | 40319 362815 3626193 39832504 476570720 6161271941
23461875 1 -16 157 -1251 9040 -62585 | 40319 362815 3626193 39832504 476570720 6161272081
13642857 1 -16 160 -1352 10964 -90092 | 40319 362815 3626190 39832242 476557204 6160731072
13724685 1 -16 160 -1352 10964 -90117 | 40319 362815 3626190 39832242 476557204 6160731097
13647528 1 -16 158 -1290 9896 -76792 | 40319 362815 3626192 39832422 476566768 6161125400
18463572 1 -16 158 -1290 9896 -76360 | 40319 362815 3626192 39832422 476566768 6161124968
13648257 1 -16 160 -1339 10426 -77319 | 40319 362815 3626190 39832229 476555870 6160651037
15738624 1 -16 160 -1339 10426 -77100 | 40319 362815 3626190 39832229 476555870 6160650818
13658724 1 -16 157 -1252 9109 -65018 | 40319 362815 3626193 39832505 476570795 6161275021
14356827 1 -16 157 -1252 9109 -65340 | 40319 362815 3626193 39832505 476570795 6161275343
35781246 1 -16 157 -1252 9109 -64553 | 40319 362815 3626193 39832505 476570795 6161274556
13672845 1 -16 158 -1278 9415 -65623 | 40319 362815 3626192 39832410 476565521 6161049504
14583762 1 -16 158 -1278 9415 -65806 | 40319 362815 3626192 39832410 476565521 6161049687
13674582 1 -16 157 -1252 9057 -62152 | 40319 362815 3626193 39832505 476570847 6161280943
18453672 1 -16 157 -1252 9057 -61925 | 40319 362815 3626193 39832505 476570847 6161280716
13674852 1 -16 158 -1282 9519 -65921 | 40319 362815 3626192 39832414 476565993 6161080898
14786352 1 -16 158 -1282 9519 -66118 | 40319 362815 3626192 39832414 476565993 6161081095
13675824 1 -16 158 -1282 9615 -71321 | 40319 362815 3626192 39832414 476565897 6161070074
14568273 1 -16 158 -1282 9615 -71291 | 40319 362815 3626192 39832414 476565897 6161070044
13678254 1 -16 157 -1250 9014 -62345 | 40319 362815 3626193 39832503 476570602 6161264067
