a,pattern,containing_hosts,component_total,component_pairs_tested,separation_failures,max_beta0,first_max_witness
7,4753162,1584,1584,0,0,1,126975384
7,4753216,1582,1584,2,0,2,697325418
7,4753261,1583,1584,1,0,2,697325481
7,4753612,1583,1584,1,0,2,697583412
7,4753621,1583,1584,1,0,2,697582143
7,4756123,1580,1584,4,0,2,475968123
7,4756132,1580,1584,4,0,2,475968132
7,4756213,1580,1584,4,0,2,475968213
7,4756231,1580,1584,4,0,2,475968231
7,4756312,1580,1584,4,0,2,475968312
7,4756321,1580,1584,4,0,2,475968321
7,4761235,1581,1584,3,0,2,476981235
7,4761253,1582,1584,2,0,2,476981253
7,4761325,1581,1584,3,0,2,476981325
7,4761352,1583,1584,1,0,2,476981352
7,4761523,1582,1584,2,0,2,476981523
7,4761532,1582,1584,2,0,2,476981532
7,4762135,1581,1584,3,0,2,476982135
7,4762153,1582,1584,2,0,2,476982153
7,4762315,1581,1584,3,0,2,476982315
7,4762351,1582,1584,2,0,2,476982351
7,4762513,1583,1584,1,0,2,476982513
7,4762531,1583,1584,1,0,2,476982531
7,4763125,1581,1584,3,0,2,476983125
7,4763152,1583,1584,1,0,2,476983152
7,4763215,1581,1584,3,0,2,476983215
7,4763251,1582,1584,2,0,2,476983251
7,4763512,1582,1584,2,0,2,476983512
7,4763521,1582,1584,2,0,2,476983521
7,4765123,1579,1584,5,0,2,476985123
7,4765132,1579,1584,5,0,2,476985132
7,4765213,1579,1584,5,0,2,476985213
7,4765231,1579,1584,5,0,2,476985231
7,4765312,1579,1584,5,0,2,476985312
7,4765321,1579,1584,5,0,2,476985321
7,5123467,1579,1584,5,0,2,512348967
7,5123476,1579,1584,5,0,2,512347698
7,5123647,1582,1584,2,0,2,714523869
7,5123674,1581,1584,3,0,2,512389674
7,5123746,1582,1584,2,0,2,714523968
7,5123764,1581,1584,3,0,2,512376984
7,5124367,1580,1584,4,0,2,512438967
7,5124376,1580,1584,4,0,2,512437698
7,5124637,1583,1584,1,0,2,734126859
7,5124673,1582,1584,2,0,2,512489673
7,5124736,1583,1584,1,0,2,734126958
7,5124763,1582,1584,2,0,2,512476983
7,5126347,1582,1584,2,0,2,712856349
7,5126374,1583,1584,1,0,2,734128596
7,5126437,1582,1584,2,0,2,712843659
7,5126473,1583,1584,1,0,2,734128695
7,5126734,1581,1584,3,0,2,512896734
7,5126743,1581,1584,3,0,2,512896743
7,5127346,1582,1584,2,0,2,712956348
7,5127364,1583,1584,1,0,2,734129586
7,5127436,1582,1584,2,0,2,712943658
7,5127463,1583,1584,1,0,2,734129685
7,5127634,1581,1584,3,0,2,512769834
7,5127643,1581,1584,3,0,2,512769843
7,5132467,1580,1584,4,0,2,513248967
7,5132476,1580,1584,4,0,2,513247698
7,5132647,1582,1584,2,0,2,713254869
7,5132674,1581,1584,3,0,2,513289674
7,5132746,1582,1584,2,0,2,713254968
7,5132764,1581,1584,3,0,2,513276984
7,5134267,1581,1584,3,0,2,513428967
7,5134276,1581,1584,3,0,2,513427698
7,5134627,1583,1584,1,0,2,715634829
7,5134672,1582,1584,2,0,2,513489672
7,5134726,1583,1584,1,0,2,715634928
7,5134762,1582,1584,2,0,2,513476982
7,5136247,1584,1584,0,0,1,127358469
7,5136274,1584,1584,0,0,1,127358496
7,5136427,1584,1584,0,0,1,127358649
7,5136472,1584,1584,0,0,1,127358694
7,5136724,1583,1584,1,0,2,513896724
7,5136742,1583,1584,1,0,2,513896742
7,5137246,1584,1584,0,0,1,127359468
7,5137264,1584,1584,0,0,1,127359486
7,5137426,1584,1584,0,0,1,127359648
7,5137462,1584,1584,0,0,1,127359684
7,5137624,1583,1584,1,0,2,513769824
7,5137642,1583,1584,1,0,2,513769842
7,5142367,1581,1584,3,0,2,514238967
7,5142376,1581,1584,3,0,2,514237698
7,5142637,1584,1584,0,0,1,127364859
7,5142673,1583,1584,1,0,2,514289673
7,5142736,1584,1584,0,0,1,127364958
7,5142763,1583,1584,1,0,2,514276983
7,5143267,1580,1584,4,0,2,514328967
7,5143276,1580,1584,4,0,2,514327698
7,5143627,1583,1584,1,0,2,714365829
7,5143672,1582,1584,2,0,2,514389672
7,5143726,1583,1584,1,0,2,714365928
7,5143762,1582,1584,2,0,2,514376982
7,5146237,1583,1584,1,0,2,716845239
7,5146273,1584,1584,0,0,1,127368495
7,5146327,1583,1584,1,0,2,716832549
7,5146372,1584,1584,0,0,1,127368594
7,5146723,1582,1584,2,0,2,514896723
7,5146732,1582,1584,2,0,2,514896732
7,5147236,1583,1584,1,0,2,716945238
7,5147263,1584,1584,0,0,1,127369485
7,5147326,1583,1584,1,0,2,716932548
7,5147362,1584,1584,0,0,1,127369584
7,5147623,1582,1584,2,0,2,514769823
7,5147632,1582,1584,2,0,2,514769832
7,5162347,1581,1584,3,0,2,517283469
7,5162374,1583,1584,1,0,2,718452396
7,5162437,1582,1584,2,0,2,718243659
7,5162473,1584,1584,0,0,1,127384695
7,5162734,1582,1584,2,0,2,517283946
7,5162743,1583,1584,1,0,2,718294365
7,5163247,1582,1584,2,0,2,718325469
7,5163274,1583,1584,1,0,2,718325496
7,5163427,1582,1584,2,0,2,718352649
7,5163472,1583,1584,1,0,2,718563492
7,5163724,1584,1584,0,0,1,127385946
7,5163742,1584,1584,0,0,1,127385964
7,5164237,1582,1584,2,0,2,718426359
7,5164273,1584,1584,0,0,1,127386495
7,5164327,1582,1584,2,0,2,718436529
7,5164372,1583,1584,1,0,2,718436592
7,5164723,1583,1584,1,0,2,718694523
7,5164732,1583,1584,1,0,2,718693254
7,5167234,1581,1584,3,0,2,518967234
7,5167243,1581,1584,3,0,2,518967243
7,5167324,1581,1584,3,0,2,518967324
7,5167342,1581,1584,3,0,2,518967342
7,5167423,1581,1584,3,0,2,518967423
7,5167432,1581,1584,3,0,2,518967432
7,5172346,1581,1584,3,0,2,517293468
7,5172364,1583,1584,1,0,2,719452386
7,5172436,1582,1584,2,0,2,719243658
7,5172463,1584,1584,0,0,1,127394685
7,5172634,1583,1584,1,0,2,719285634
7,5172643,1583,1584,1,0,2,719284365
7,5173246,1582,1584,2,0,2,719325468
7,5173264,1583,1584,1,0,2,719325486
7,5173426,1582,1584,2,0,2,719352648
7,5173462,1583,1584,1,0,2,719563482
7,5173624,1584,1584,0,0,1,127395846
7,5173642,1584,1584,0,0,1,127395864
7,5174236,1582,1584,2,0,2,719426358
7,5174263,1584,1584,0,0,1,127396485
7,5174326,1582,1584,2,0,2,719436528
7,5174362,1583,1584,1,0,2,719436582
7,5174623,1583,1584,1,0,2,719684523
7,5174632,1583,1584,1,0,2,719683254
7,5176234,1581,1584,3,0,2,517698234
7,5176243,1581,1584,3,0,2,517698243
7,5176324,1581,1584,3,0,2,517698324
7,5176342,1581,1584,3,0,2,517698342
7,5176423,1581,1584,3,0,2,517698423
7,5176432,1581,1584,3,0,2,517698432
7,5213467,1580,1584,4,0,2,521348967
7,5213476,1580,1584,4,0,2,521347698
7,5213647,1582,1584,2,0,2,721435869
7,5213674,1581,1584,3,0,2,521389674
7,5213746,1582,1584,2,0,2,721435968
7,5213764,1581,1584,3,0,2,521376984
7,5214367,1580,1584,5,0,3,721436589
7,5214376,1580,1584,5,0,3,721436598
7,5214637,1583,1584,1,0,2,721436859
7,5214673,1582,1584,2,0,2,521489673
7,5214736,1583,1584,1,0,2,721436958
7,5214763,1582,1584,2,0,2,521476983
7,5216347,1582,1584,2,0,2,721438569
7,5216374,1583,1584,1,0,2,721438596
7,5216437,1582,1584,2,0,2,721438659
7,5216473,1583,1584,1,0,2,721438695
7,5216734,1581,1584,3,0,2,521896734
7,5216743,1581,1584,3,0,2,521896743
7,5217346,1582,1584,2,0,2,721439568
7,5217364,1583,1584,1,0,2,721439586
7,5217436,1582,1584,2,0,2,721439658
7,5217463,1583,1584,1,0,2,721439685
7,5217634,1581,1584,3,0,2,521769834
7,5217643,1581,1584,3,0,2,521769843
7,5231467,1581,1584,3,0,2,523148967
7,5231476,1581,1584,3,0,2,523147698
7,5231647,1582,1584,2,0,2,724153869
7,5231674,1581,1584,3,0,2,523189674
7,5231746,1582,1584,2,0,2,724153968
7,5231764,1581,1584,3,0,2,523176984
7,5234167,1579,1584,5,0,2,523418967
7,5234176,1579,1584,5,0,2,523417698
7,5234617,1581,1584,3,0,2,527346819
7,5234671,1580,1584,4,0,2,523489671
7,5234716,1581,1584,3,0,2,527346918
7,5234761,1580,1584,4,0,2,523476981
7,5236147,1583,1584,1,0,2,745238169
7,5236174,1583,1584,1,0,2,745238196
7,5236417,1583,1584,1,0,2,745238619
7,5236471,1583,1584,1,0,2,745238691
7,5236714,1582,1584,2,0,2,523896714
7,5236741,1582,1584,2,0,2,523896741
7,5237146,1583,1584,1,0,2,745239168
7,5237164,1583,1584,1,0,2,745239186
7,5237416,1583,1584,1,0,2,745239618
7,5237461,1583,1584,1,0,2,745239681
7,5237614,1582,1584,2,0,2,523769814
7,5237641,1582,1584,2,0,2,523769841
7,5241367,1581,1584,3,0,2,524138967
7,5241376,1581,1584,3,0,2,524137698
7,5241637,1584,1584,0,0,1,127463859
7,5241673,1583,1584,1,0,2,524189673
7,5241736,1584,1584,0,0,1,127463958
7,5241763,1583,1584,1,0,2,524176983
7,5243167,1581,1584,3,0,2,524318967
7,5243176,1581,1584,3,0,2,524317698
7,5243617,1582,1584,2,0,2,724365819
7,5243671,1581,1584,3,0,2,524389671
7,5243716,1582,1584,2,0,2,724365918
7,5243761,1581,1584,3,0,2,524376981
7,5246137,1584,1584,0,0,1,127468359
7,5246173,1584,1584,0,0,1,127468395
7,5246317,1584,1584,0,0,1,127468539
7,5246371,1584,1584,0,0,1,127468593
7,5246713,1583,1584,1,0,2,524896713
7,5246731,1583,1584,1,0,2,524896731
7,5247136,1584,1584,0,0,1,127469358
7,5247163,1584,1584,0,0,1,127469385
7,5247316,1584,1584,0,0,1,127469538
7,5247361,1584,1584,0,0,1,127469583
7,5247613,1583,1584,1,0,2,524769813
7,5247631,1583,1584,1,0,2,524769831
7,5261347,1583,1584,1,0,2,728156349
7,5261374,1584,1584,0,0,1,127483596
7,5261437,1583,1584,1,0,2,728143659
7,5261473,1584,1584,0,0,1,127483695
7,5261734,1583,1584,1,0,2,728195634
7,5261743,1583,1584,1,0,2,728194365
7,5263147,1584,1584,0,0,1,127485369
7,5263174,1584,1584,0,0,1,127485396
7,5263417,1582,1584,2,0,2,527384619
7,5263471,1582,1584,2,0,2,527384691
7,5263714,1584,1584,0,0,1,127485936
7,5263741,1583,1584,1,0,2,527384961
7,5264137,1584,1584,0,0,1,127486359
7,5264173,1584,1584,0,0,1,127486395
7,5264317,1583,1584,1,0,2,728436519
7,5264371,1583,1584,1,0,2,728436591
7,5264713,1584,1584,0,0,1,127486935
7,5264731,1584,1584,0,0,1,127486953
7,5267134,1582,1584,2,0,2,528967134
7,5267143,1582,1584,2,0,2,528967143
7,5267314,1583,1584,1,0,2,528967314
7,5267341,1582,1584,2,0,2,528967341
7,5267413,1583,1584,1,0,2,528967413
7,5267431,1582,1584,2,0,2,528967431
7,5271346,1583,1584,1,0,2,729156348
7,5271364,1584,1584,0,0,1,127493586
7,5271436,1583,1584,1,0,2,729143658
7,5271463,1584,1584,0,0,1,127493685
7,5271634,1583,1584,1,0,2,729185634
7,5271643,1583,1584,1,0,2,729184365
7,5273146,1584,1584,0,0,1,127495368
7,5273164,1584,1584,0,0,1,127495386
7,5273416,1583,1584,1,0,2,729563418
7,5273461,1582,1584,2,0,2,527394681
7,5273614,1584,1584,0,0,1,127495836
7,5273641,1584,1584,0,0,1,127495863
7,5274136,1584,1584,0,0,1,127496358
7,5274163,1584,1584,0,0,1,127496385
7,5274316,1583,1584,1,0,2,729436518
7,5274361,1583,1584,1,0,2,729436581
7,5274613,1584,1584,0,0,1,127496835
7,5274631,1584,1584,0,0,1,127496853
7,5276134,1582,1584,2,0,2,527698134
7,5276143,1582,1584,2,0,2,527698143
7,5276314,1583,1584,1,0,2,527698314
7,5276341,1582,1584,2,0,2,527698341
7,5276413,1583,1584,1,0,2,527698413
7,5276431,1582,1584,2,0,2,527698431
7,5312467,1581,1584,3,0,2,531248967
7,5312476,1581,1584,3,0,2,531247698
7,5312647,1582,1584,2,0,2,731524869
7,5312674,1581,1584,3,0,2,531289674
7,5312746,1582,1584,2,0,2,731524968
7,5312764,1581,1584,3,0,2,531276984
7,5314267,1581,1584,3,0,2,531428967
7,5314276,1581,1584,3,0,2,531427698
7,5314627,1584,1584,0,0,1,127536849
7,5314672,1583,1584,1,0,2,531489672
7,5314726,1584,1584,0,0,1,127536948
7,5314762,1583,1584,1,0,2,531476982
7,5316247,1584,1584,0,0,1,127538469
7,5316274,1584,1584,0,0,1,127538496
7,5316427,1583,1584,1,0,2,753816429
7,5316472,1584,1584,0,0,1,127538694
7,5316724,1583,1584,1,0,2,531896724
7,5316742,1583,1584,1,0,2,531896742
7,5317246,1584,1584,0,0,1,127539468
7,5317264,1584,1584,0,0,1,127539486
7,5317426,1584,1584,0,0,1,127539648
7,5317462,1584,1584,0,0,1,127539684
7,5317624,1583,1584,1,0,2,531769824
7,5317642,1582,1584,2,0,2,531769842
7,5321467,1580,1584,4,0,2,532148967
7,5321476,1580,1584,4,0,2,532147698
7,5321647,1581,1584,3,0,2,732541869
7,5321674,1581,1584,3,0,2,532189674
7,5321746,1582,1584,2,0,2,732541968
7,5321764,1580,1584,4,0,2,532176984
7,5324167,1581,1584,3,0,2,532418967
7,5324176,1581,1584,3,0,2,532417698
7,5324617,1582,1584,2,0,2,732546819
7,5324671,1581,1584,3,0,2,532489671
7,5324716,1582,1584,2,0,2,732546918
7,5324761,1581,1584,3,0,2,532476981
7,5326147,1582,1584,2,0,2,732548169
7,5326174,1583,1584,1,0,2,732548196
7,5326417,1582,1584,2,0,2,732548619
7,5326471,1582,1584,2,0,2,732548691
7,5326714,1582,1584,2,0,2,532896714
7,5326741,1582,1584,2,0,2,532896741
7,5327146,1583,1584,1,0,2,732549168
7,5327164,1582,1584,2,0,2,732549186
7,5327416,1583,1584,1,0,2,732549618
7,5327461,1583,1584,1,0,2,732549681
7,5327614,1582,1584,2,0,2,532769814
7,5327641,1581,1584,3,0,2,532769841
7,5341267,1579,1584,6,0,3,756341289
7,5341276,1579,1584,6,0,3,756341298
7,5341627,1582,1584,2,0,2,537461829
7,5341672,1581,1584,3,0,2,534189672
7,5341726,1582,1584,2,0,2,537461928
7,5341762,1581,1584,3,0,2,534176982
7,5342167,1579,1584,5,0,2,534218967
7,5342176,1579,1584,5,0,2,534217698
7,5342617,1581,1584,3,0,2,537462819
7,5342671,1580,1584,4,0,2,534289671
7,5342716,1581,1584,3,0,2,537462918
7,5342761,1580,1584,4,0,2,534276981
7,5346127,1581,1584,3,0,2,537468129
7,5346172,1582,1584,2,0,2,537468192
7,5346217,1581,1584,3,0,2,537468219
7,5346271,1582,1584,2,0,2,537468291
7,5346712,1580,1584,4,0,2,534896712
7,5346721,1580,1584,4,0,2,534896721
7,5347126,1581,1584,3,0,2,537469128
7,5347162,1582,1584,2,0,2,537469182
7,5347216,1581,1584,3,0,2,537469218
7,5347261,1582,1584,2,0,2,537469281
7,5347612,1580,1584,4,0,2,534769812
7,5347621,1580,1584,4,0,2,534769821
7,5361247,1583,1584,1,0,2,758341269
7,5361274,1583,1584,1,0,2,758341296
7,5361427,1583,1584,1,0,2,758361429
7,5361472,1584,1584,0,0,1,127583694
7,5361724,1584,1584,0,0,1,127583946
7,5361742,1584,1584,0,0,1,127583964
7,5362147,1583,1584,1,0,2,758214369
7,5362174,1583,1584,1,0,2,758214396
7,5362417,1583,1584,1,0,2,758362419
7,5362471,1583,1584,1,0,2,758362491
7,5362714,1584,1584,0,0,1,127584936
7,5362741,1584,1584,0,0,1,127584963
7,5364127,1581,1584,3,0,2,537486129
7,5364172,1582,1584,2,0,2,537486192
7,5364217,1581,1584,3,0,2,537486219
7,5364271,1582,1584,2,0,2,537486291
7,5364712,1581,1584,3,0,2,537486912
7,5364721,1581,1584,3,0,2,537486921
7,5367124,1582,1584,2,0,2,538967124
7,5367142,1583,1584,1,0,2,538967142
7,5367214,1582,1584,2,0,2,538967214
7,5367241,1583,1584,1,0,2,538967241
7,5367412,1582,1584,2,0,2,538967412
7,5367421,1582,1584,2,0,2,538967421
7,5371246,1583,1584,1,0,2,759341268
7,5371264,1583,1584,1,0,2,759341286
7,5371426,1584,1584,0,0,1,127593648
7,5371462,1584,1584,0,0,1,127593684
7,5371624,1584,1584,0,0,1,127593846
7,5371642,1583,1584,1,0,2,759381642
7,5372146,1583,1584,1,0,2,759214368
7,5372164,1583,1584,1,0,2,759214386
7,5372416,1584,1584,0,0,1,127594638
7,5372461,1584,1584,0,0,1,127594683
7,5372614,1583,1584,1,0,2,759382614
7,5372641,1583,1584,1,0,2,759382641
7,5374126,1583,1584,1,0,2,759634128
7,5374162,1584,1584,0,0,1,127596384
7,5374216,1583,1584,1,0,2,759621438
7,5374261,1584,1584,0,0,1,127596483
7,5374612,1582,1584,2,0,2,537496812
7,5374621,1582,1584,2,0,2,537496821
7,5376124,1582,1584,2,0,2,537698124
7,5376142,1583,1584,1,0,2,537698142
7,5376214,1582,1584,2,0,2,537698214
7,5376241,1583,1584,1,0,2,537698241
7,5376412,1581,1584,3,0,2,537698412
7,5376421,1581,1584,3,0,2,537698421
7,5412367,1579,1584,5,0,2,541238967
7,5412376,1579,1584,5,0,2,541237698
7,5412637,1582,1584,2,0,2,547612839
7,5412673,1581,1584,3,0,2,541289673
7,5412736,1582,1584,2,0,2,547612938
7,5412763,1581,1584,3,0,2,541276983
7,5413267,1580,1584,4,0,2,541328967
7,5413276,1580,1584,4,0,2,541327698
7,5413627,1583,1584,1,0,2,547613829
7,5413672,1582,1584,2,0,2,541389672
7,5413726,1583,1584,1,0,2,547613928
7,5413762,1582,1584,2,0,2,541376982
7,5416237,1582,1584,2,0,2,547618239
7,5416273,1583,1584,1,0,2,547618293
7,5416327,1582,1584,2,0,2,547618329
7,5416372,1583,1584,1,0,2,547618392
7,5416723,1581,1584,3,0,2,541896723
7,5416732,1581,1584,3,0,2,541896732
7,5417236,1582,1584,2,0,2,547619238
7,5417263,1583,1584,1,0,2,547619283
7,5417326,1582,1584,2,0,2,547619328
7,5417362,1583,1584,1,0,2,547619382
7,5417623,1581,1584,3,0,2,541769823
7,5417632,1581,1584,3,0,2,541769832
7,5421367,1580,1584,4,0,2,542138967
7,5421376,1580,1584,4,0,2,542137698
7,5421637,1582,1584,2,0,2,547621839
7,5421673,1581,1584,3,0,2,542189673
7,5421736,1582,1584,2,0,2,547621938
7,5421763,1581,1584,3,0,2,542176983
7,5423167,1579,1584,5,0,2,542318967
7,5423176,1579,1584,5,0,2,542317698
7,5423617,1581,1584,3,0,2,547623819
7,5423671,1580,1584,4,0,2,542389671
7,5423716,1581,1584,3,0,2,547623918
7,5423761,1580,1584,4,0,2,542376981
7,5426137,1583,1584,1,0,2,547628139
7,5426173,1583,1584,1,0,2,547628193
7,5426317,1583,1584,1,0,2,547628319
7,5426371,1583,1584,1,0,2,547628391
7,5426713,1582,1584,2,0,2,542896713
7,5426731,1582,1584,2,0,2,542896731
7,5427136,1583,1584,1,0,2,547629138
7,5427163,1583,1584,1,0,2,547629183
7,5427316,1583,1584,1,0,2,547629318
7,5427361,1583,1584,1,0,2,547629381
7,5427613,1582,1584,2,0,2,542769813
7,5427631,1582,1584,2,0,2,542769831
7,5431267,1579,1584,5,0,2,543128967
7,5431276,1579,1584,5,0,2,543127698
7,5431627,1582,1584,2,0,2,547631829
7,5431672,1581,1584,3,0,2,543189672
7,5431726,1582,1584,2,0,2,547631928
7,5431762,1581,1584,3,0,2,543176982
7,5432167,1578,1584,6,0,2,543218967
7,5432176,1578,1584,6,0,2,543217698
7,5432617,1580,1584,4,0,2,547632819
7,5432671,1579,1584,5,0,2,543289671
7,5432716,1580,1584,4,0,2,547632918
7,5432761,1579,1584,5,0,2,543276981
7,5436127,1580,1584,4,0,2,547638129
7,5436172,1581,1584,3,0,2,547638192
7,5436217,1580,1584,4,0,2,547638219
7,5436271,1581,1584,3,0,2,547638291
7,5436712,1579,1584,5,0,2,543896712
7,5436721,1579,1584,5,0,2,543896721
7,5437126,1581,1584,3,0,2,547639128
7,5437162,1582,1584,2,0,2,547639182
7,5437216,1581,1584,3,0,2,547639218
7,5437261,1581,1584,3,0,2,547639281
7,5437612,1579,1584,5,0,2,543769812
7,5437621,1579,1584,5,0,2,543769821
7,5461237,1580,1584,4,0,2,547681239
7,5461273,1581,1584,3,0,2,547681293
7,5461327,1580,1584,4,0,2,547681329
7,5461372,1582,1584,2,0,2,547681392
7,5461723,1581,1584,3,0,2,547681923
7,5461732,1581,1584,3,0,2,547681932
7,5462137,1580,1584,4,0,2,547682139
7,5462173,1581,1584,3,0,2,547682193
7,5462317,1580,1584,4,0,2,547682319
7,5462371,1581,1584,3,0,2,547682391
7,5462713,1582,1584,2,0,2,547682913
7,5462731,1582,1584,2,0,2,547682931
7,5463127,1580,1584,4,0,2,547683129
7,5463172,1582,1584,2,0,2,547683192
7,5463217,1580,1584,4,0,2,547683219
7,5463271,1581,1584,3,0,2,547683291
7,5463712,1581,1584,3,0,2,547683912
7,5463721,1581,1584,3,0,2,547683921
7,5467123,1579,1584,5,0,2,547689123
7,5467132,1579,1584,5,0,2,547689132
7,5467213,1579,1584,5,0,2,547689213
7,5467231,1579,1584,5,0,2,547689231
7,5467312,1579,1584,5,0,2,547689312
7,5467321,1579,1584,5,0,2,547689321
7,5471236,1581,1584,3,0,2,547691238
7,5471263,1582,1584,2,0,2,547691283
7,5471326,1581,1584,3,0,2,547691328
7,5471362,1583,1584,1,0,2,547691382
7,5471623,1582,1584,2,0,2,547691823
7,5471632,1582,1584,2,0,2,547691832
7,5472136,1581,1584,3,0,2,547692138
7,5472163,1582,1584,2,0,2,547692183
7,5472316,1581,1584,3,0,2,547692318
7,5472361,1582,1584,2,0,2,547692381
7,5472613,1583,1584,1,0,2,547692813
7,5472631,1583,1584,1,0,2,547692831
7,5473126,1581,1584,3,0,2,547693128
7,5473162,1583,1584,1,0,2,547693182
7,5473216,1581,1584,3,0,2,547693218
7,5473261,1582,1584,2,0,2,547693281
7,5473612,1581,1584,3,0,2,547693812
7,5473621,1581,1584,3,0,2,547693821
7,5476123,1579,1584,6,0,3,547698123
7,5476132,1579,1584,6,0,3,547698132
7,5476213,1579,1584,6,0,3,547698213
7,5476231,1579,1584,6,0,3,547698231
7,5476312,1579,1584,6,0,3,547698312
7,5476321,1579,1584,6,0,3,547698321
7,5612347,1579,1584,5,0,2,571823469
7,5612374,1581,1584,3,0,2,781452396
7,5612437,1580,1584,4,0,2,781243659
7,5612473,1582,1584,2,0,2,783412695
7,5612734,1581,1584,3,0,2,781295634
7,5612743,1581,1584,3,0,2,781294365
7,5613247,1580,1584,4,0,2,781325469
7,5613274,1581,1584,3,0,2,781325496
7,5613427,1581,1584,3,0,2,781352649
7,5613472,1582,1584,2,0,2,781563492
7,5613724,1583,1584,1,0,2,785613924
7,5613742,1583,1584,1,0,2,785613942
7,5614237,1581,1584,3,0,2,781426359
7,5614273,1583,1584,1,0,2,785614293
7,5614327,1580,1584,4,0,2,781436529
7,5614372,1582,1584,2,0,2,781436592
7,5614723,1582,1584,2,0,2,781694523
7,5614732,1582,1584,2,0,2,781693254
7,5617234,1580,1584,4,0,2,571829346
7,5617243,1581,1584,3,0,2,781924365
7,5617324,1581,1584,3,0,2,781932546
7,5617342,1581,1584,3,0,2,781935264
7,5617423,1581,1584,3,0,2,781942635
7,5617432,1581,1584,3,0,2,781943652
7,5621347,1580,1584,4,0,2,782143569
7,5621374,1581,1584,3,0,2,782143596
7,5621437,1580,1584,5,0,3,782143659
7,5621473,1582,1584,2,0,2,782143695
7,5621734,1581,1584,3,0,2,782143956
7,5621743,1581,1584,3,0,2,782143965
7,5623147,1581,1584,3,0,2,782415369
7,5623174,1581,1584,3,0,2,782415396
7,5623417,1579,1584,5,0,2,572834619
7,5623471,1580,1584,4,0,2,572834691
7,5623714,1582,1584,2,0,2,784523916
7,5623741,1582,1584,2,0,2,784523961
7,5624137,1581,1584,3,0,2,782416359
7,5624173,1583,1584,1,0,2,785624193
7,5624317,1581,1584,3,0,2,782436519
7,5624371,1581,1584,3,0,2,782436591
7,5624713,1583,1584,1,0,2,785624913
7,5624731,1583,1584,1,0,2,785624931
7,5627134,1582,1584,2,0,2,782915634
7,5627143,1582,1584,2,0,2,782914365
7,5627314,1583,1584,1,0,2,785629314
7,5627341,1581,1584,3,0,2,572839461
7,5627413,1583,1584,1,0,2,785629413
7,5627431,1582,1584,2,0,2,782943651
7,5631247,1581,1584,3,0,2,783152469
7,5631274,1581,1584,3,0,2,783152496
7,5631427,1581,1584,3,0,2,783152649
7,5631472,1583,1584,1,0,2,785631492
7,5631724,1583,1584,1,0,2,785631924
7,5631742,1583,1584,1,0,2,785631942
7,5632147,1580,1584,4,0,2,783254169
7,5632174,1581,1584,3,0,2,783254196
7,5632417,1581,1584,3,0,2,783254619
7,5632471,1581,1584,3,0,2,783254691
7,5632714,1582,1584,2,0,2,783254916
7,5632741,1582,1584,2,0,2,783254961
7,5634127,1579,1584,8,0,4,785634129
7,5634172,1581,1584,4,0,3,785634192
7,5634217,1579,1584,6,0,3,785634219
7,5634271,1580,1584,5,0,3,785634291
7,5634712,1580,1584,5,0,3,785634912
7,5634721,1580,1584,5,0,3,785634921
7,5637124,1582,1584,2,0,2,785639124
7,5637142,1583,1584,1,0,2,785639142
7,5637214,1582,1584,2,0,2,785639214
7,5637241,1583,1584,1,0,2,785639241
7,5637412,1581,1584,3,0,2,573849612
7,5637421,1581,1584,3,0,2,573849621
7,5641237,1579,1584,5,0,2,574861239
7,5641273,1581,1584,3,0,2,574861293
7,5641327,1580,1584,4,0,2,574861329
7,5641372,1582,1584,2,0,2,574861392
7,5641723,1581,1584,3,0,2,574861923
7,5641732,1581,1584,3,0,2,574861932
7,5642137,1580,1584,4,0,2,574862139
7,5642173,1581,1584,3,0,2,574862193
7,5642317,1579,1584,5,0,2,574862319
7,5642371,1580,1584,4,0,2,574862391
7,5642713,1582,1584,2,0,2,574862913
7,5642731,1582,1584,2,0,2,574862931
7,5643127,1579,1584,5,0,2,574863129
7,5643172,1581,1584,3,0,2,574863192
7,5643217,1579,1584,5,0,2,574863219
7,5643271,1580,1584,4,0,2,574863291
7,5643712,1580,1584,4,0,2,574863912
7,5643721,1580,1584,4,0,2,574863921
7,5647123,1580,1584,4,0,2,574869123
7,5647132,1580,1584,4,0,2,574869132
7,5647213,1580,1584,4,0,2,574869213
7,5647231,1580,1584,4,0,2,574869231
7,5647312,1580,1584,4,0,2,574869312
7,5647321,1580,1584,4,0,2,574869321
7,5671234,1578,1584,6,0,2,578192346
7,5671243,1579,1584,5,0,2,589671243
7,5671324,1579,1584,5,0,2,589671324
7,5671342,1580,1584,4,0,2,589671342
7,5671423,1580,1584,4,0,2,589671423
